Census Region,Census Region Code,Year,Year Code,ICD Chapter,ICD Chapter Code,Deaths,Population,Crude Rate
Census Region 4: West,CENS-R4,2009,2009,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2340,71341376,3.3
Census Region 4: West,CENS-R4,2009,2009,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5632,71341376,7.9
Census Region 4: West,CENS-R4,2009,2009,External causes of morbidity and mortality,V01-Y89,40752,71341376,57.1
Census Region 4: West,CENS-R4,2010,2010,Certain infectious and parasitic diseases,A00-B99,10892,71945553,15.1
Census Region 4: West,CENS-R4,2010,2010,Neoplasms,C00-D48,116045,71945553,161.3
Census Region 4: West,CENS-R4,2010,2010,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1553,71945553,2.2
Census Region 4: West,CENS-R4,2010,2010,"Endocrine, nutritional and metabolic diseases",E00-E88,20002,71945553,27.8
Census Region 4: West,CENS-R4,2010,2010,Mental and behavioural disorders,F01-F99,20334,71945553,28.3
Census Region 4: West,CENS-R4,2010,2010,Diseases of the nervous system,G00-G98,32527,71945553,45.2
Census Region 4: West,CENS-R4,2010,2010,Diseases of the ear and mastoid process,H60-H93,14,71945553,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2010,2010,Diseases of the circulatory system,I00-I99,149053,71945553,207.2
Census Region 4: West,CENS-R4,2010,2010,Diseases of the respiratory system,J00-J98,46336,71945553,64.4
Census Region 4: West,CENS-R4,2010,2010,Diseases of the digestive system,K00-K92,19918,71945553,27.7
Census Region 4: West,CENS-R4,2010,2010,Diseases of the skin and subcutaneous tissue,L00-L98,699,71945553,1
Census Region 4: West,CENS-R4,2010,2010,Diseases of the musculoskeletal system and connective tissue,M00-M99,2887,71945553,4
Census Region 4: West,CENS-R4,2010,2010,Diseases of the genitourinary system,N00-N98,9757,71945553,13.6
Census Region 4: West,CENS-R4,2010,2010,"Pregnancy, childbirth and the puerperium",O00-O99,152,71945553,0.2
Census Region 4: West,CENS-R4,2010,2010,Certain conditions originating in the perinatal period,P00-P96,2362,71945553,3.3
Census Region 4: West,CENS-R4,2010,2010,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2318,71945553,3.2
Census Region 4: West,CENS-R4,2010,2010,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5397,71945553,7.5
Census Region 4: West,CENS-R4,2010,2010,External causes of morbidity and mortality,V01-Y89,40391,71945553,56.1
Census Region 4: West,CENS-R4,2011,2011,Certain infectious and parasitic diseases,A00-B99,10974,72815460,15.1
Census Region 4: West,CENS-R4,2011,2011,Neoplasms,C00-D48,116422,72815460,159.9
Census Region 4: West,CENS-R4,2011,2011,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1565,72815460,2.1
Census Region 4: West,CENS-R4,2011,2011,"Endocrine, nutritional and metabolic diseases",E00-E88,21776,72815460,29.9
Census Region 4: West,CENS-R4,2011,2011,Mental and behavioural disorders,F01-F99,22771,72815460,31.3
Census Region 4: West,CENS-R4,2011,2011,Diseases of the nervous system,G00-G98,33991,72815460,46.7
Census Region 4: West,CENS-R4,2011,2011,Diseases of the eye and adnexa,H00-H57,14,72815460,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2011,2011,Diseases of the ear and mastoid process,H60-H93,17,72815460,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2011,2011,Diseases of the circulatory system,I00-I99,152396,72815460,209.3
Census Region 4: West,CENS-R4,2011,2011,Diseases of the respiratory system,J00-J98,48585,72815460,66.7
Census Region 4: West,CENS-R4,2011,2011,Diseases of the digestive system,K00-K92,20982,72815460,28.8
Census Region 4: West,CENS-R4,2011,2011,Diseases of the skin and subcutaneous tissue,L00-L98,705,72815460,1
Census Region 4: West,CENS-R4,2011,2011,Diseases of the musculoskeletal system and connective tissue,M00-M99,3117,72815460,4.3
Census Region 4: West,CENS-R4,2011,2011,Diseases of the genitourinary system,N00-N98,8921,72815460,12.3
Census Region 4: West,CENS-R4,2011,2011,"Pregnancy, childbirth and the puerperium",O00-O99,149,72815460,0.2
Census Region 4: West,CENS-R4,2011,2011,Certain conditions originating in the perinatal period,P00-P96,2358,72815460,3.2
Census Region 4: West,CENS-R4,2011,2011,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2272,72815460,3.1
Census Region 4: West,CENS-R4,2011,2011,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5705,72815460,7.8
Census Region 4: West,CENS-R4,2011,2011,External causes of morbidity and mortality,V01-Y89,42007,72815460,57.7
Census Region 4: West,CENS-R4,2012,2012,Certain infectious and parasitic diseases,A00-B99,11059,73537829,15
Census Region 4: West,CENS-R4,2012,2012,Neoplasms,C00-D48,118445,73537829,161.1
Census Region 4: West,CENS-R4,2012,2012,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1623,73537829,2.2
Census Region 4: West,CENS-R4,2012,2012,"Endocrine, nutritional and metabolic diseases",E00-E88,22155,73537829,30.1
Census Region 4: West,CENS-R4,2012,2012,Mental and behavioural disorders,F01-F99,24991,73537829,34
Census Region 4: West,CENS-R4,2012,2012,Diseases of the nervous system,G00-G98,34481,73537829,46.9
Census Region 4: West,CENS-R4,2012,2012,Diseases of the eye and adnexa,H00-H57,16,73537829,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2012,2012,Diseases of the ear and mastoid process,H60-H93,20,73537829,0
Census Region 4: West,CENS-R4,2012,2012,Diseases of the circulatory system,I00-I99,152612,73537829,207.5
Census Region 4: West,CENS-R4,2012,2012,Diseases of the respiratory system,J00-J98,47544,73537829,64.7
Census Region 4: West,CENS-R4,2012,2012,Diseases of the digestive system,K00-K92,21348,73537829,29
Census Region 4: West,CENS-R4,2012,2012,Diseases of the skin and subcutaneous tissue,L00-L98,691,73537829,0.9
Census Region 4: West,CENS-R4,2012,2012,Diseases of the musculoskeletal system and connective tissue,M00-M99,3125,73537829,4.2
Census Region 4: West,CENS-R4,2012,2012,Diseases of the genitourinary system,N00-N98,9088,73537829,12.4
Census Region 4: West,CENS-R4,2012,2012,"Pregnancy, childbirth and the puerperium",O00-O99,163,73537829,0.2
Census Region 4: West,CENS-R4,2012,2012,Certain conditions originating in the perinatal period,P00-P96,2315,73537829,3.1
Census Region 4: West,CENS-R4,2012,2012,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2300,73537829,3.1
Census Region 4: West,CENS-R4,2012,2012,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6413,73537829,8.7
Census Region 4: West,CENS-R4,2012,2012,External causes of morbidity and mortality,V01-Y89,42523,73537829,57.8
Census Region 4: West,CENS-R4,2013,2013,Certain infectious and parasitic diseases,A00-B99,11271,74247869,15.2
Census Region 4: West,CENS-R4,2013,2013,Neoplasms,C00-D48,119393,74247869,160.8
Census Region 4: West,CENS-R4,2013,2013,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1618,74247869,2.2
Census Region 4: West,CENS-R4,2013,2013,"Endocrine, nutritional and metabolic diseases",E00-E88,22631,74247869,30.5
Census Region 4: West,CENS-R4,2013,2013,Mental and behavioural disorders,F01-F99,25790,74247869,34.7
Census Region 4: West,CENS-R4,2013,2013,Diseases of the nervous system,G00-G98,36601,74247869,49.3
Census Region 4: West,CENS-R4,2013,2013,Diseases of the eye and adnexa,H00-H57,11,74247869,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2013,2013,Diseases of the ear and mastoid process,H60-H93,17,74247869,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2013,2013,Diseases of the circulatory system,I00-I99,155695,74247869,209.7
Census Region 4: West,CENS-R4,2013,2013,Diseases of the respiratory system,J00-J98,50910,74247869,68.6
Census Region 4: West,CENS-R4,2013,2013,Diseases of the digestive system,K00-K92,22150,74247869,29.8
Census Region 4: West,CENS-R4,2013,2013,Diseases of the skin and subcutaneous tissue,L00-L98,737,74247869,1
Census Region 4: West,CENS-R4,2013,2013,Diseases of the musculoskeletal system and connective tissue,M00-M99,3028,74247869,4.1
Census Region 4: West,CENS-R4,2013,2013,Diseases of the genitourinary system,N00-N98,9447,74247869,12.7
Census Region 4: West,CENS-R4,2013,2013,"Pregnancy, childbirth and the puerperium",O00-O99,192,74247869,0.3
Census Region 4: West,CENS-R4,2013,2013,Certain conditions originating in the perinatal period,P00-P96,2458,74247869,3.3
Census Region 4: West,CENS-R4,2013,2013,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2166,74247869,2.9
Census Region 4: West,CENS-R4,2013,2013,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5799,74247869,7.8
Census Region 4: West,CENS-R4,2013,2013,External causes of morbidity and mortality,V01-Y89,43496,74247869,58.6
Census Region 4: West,CENS-R4,2014,2014,Certain infectious and parasitic diseases,A00-B99,11224,75023986,15
Census Region 4: West,CENS-R4,2014,2014,Neoplasms,C00-D48,121115,75023986,161.4
Census Region 4: West,CENS-R4,2014,2014,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1693,75023986,2.3
Census Region 4: West,CENS-R4,2014,2014,"Endocrine, nutritional and metabolic diseases",E00-E88,23395,75023986,31.2
Census Region 4: West,CENS-R4,2014,2014,Mental and behavioural disorders,F01-F99,24218,75023986,32.3
Census Region 4: West,CENS-R4,2014,2014,Diseases of the nervous system,G00-G98,39282,75023986,52.4
Census Region 4: West,CENS-R4,2014,2014,Diseases of the ear and mastoid process,H60-H93,13,75023986,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2014,2014,Diseases of the circulatory system,I00-I99,155183,75023986,206.8
Census Region 4: West,CENS-R4,2014,2014,Diseases of the respiratory system,J00-J98,49700,75023986,66.2
Census Region 4: West,CENS-R4,2014,2014,Diseases of the digestive system,K00-K92,22813,75023986,30.4
Census Region 4: West,CENS-R4,2014,2014,Diseases of the skin and subcutaneous tissue,L00-L98,812,75023986,1.1
Census Region 4: West,CENS-R4,2014,2014,Diseases of the musculoskeletal system and connective tissue,M00-M99,2907,75023986,3.9
Census Region 4: West,CENS-R4,2014,2014,Diseases of the genitourinary system,N00-N98,9889,75023986,13.2
Census Region 4: West,CENS-R4,2014,2014,"Pregnancy, childbirth and the puerperium",O00-O99,201,75023986,0.3
Census Region 4: West,CENS-R4,2014,2014,Certain conditions originating in the perinatal period,P00-P96,2400,75023986,3.2
Census Region 4: West,CENS-R4,2014,2014,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2193,75023986,2.9
Census Region 4: West,CENS-R4,2014,2014,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,4794,75023986,6.4
Census Region 4: West,CENS-R4,2014,2014,External causes of morbidity and mortality,V01-Y89,44763,75023986,59.7
Census Region 4: West,CENS-R4,2015,2015,Certain infectious and parasitic diseases,A00-B99,11279,75834288,14.9
Census Region 4: West,CENS-R4,2015,2015,Neoplasms,C00-D48,123917,75834288,163.4
Census Region 4: West,CENS-R4,2015,2015,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1694,75834288,2.2
Census Region 4: West,CENS-R4,2015,2015,"Endocrine, nutritional and metabolic diseases",E00-E88,25252,75834288,33.3
Census Region 4: West,CENS-R4,2015,2015,Mental and behavioural disorders,F01-F99,21193,75834288,27.9
Census Region 4: West,CENS-R4,2015,2015,Diseases of the nervous system,G00-G98,45789,75834288,60.4
Census Region 4: West,CENS-R4,2015,2015,Diseases of the ear and mastoid process,H60-H93,26,75834288,0
Census Region 4: West,CENS-R4,2015,2015,Diseases of the circulatory system,I00-I99,163783,75834288,216
Census Region 4: West,CENS-R4,2015,2015,Diseases of the respiratory system,J00-J98,52645,75834288,69.4
Census Region 4: West,CENS-R4,2015,2015,Diseases of the digestive system,K00-K92,24097,75834288,31.8
Census Region 4: West,CENS-R4,2015,2015,Diseases of the skin and subcutaneous tissue,L00-L98,838,75834288,1.1
Census Region 4: West,CENS-R4,2015,2015,Diseases of the musculoskeletal system and connective tissue,M00-M99,2986,75834288,3.9
Census Region 4: West,CENS-R4,2015,2015,Diseases of the genitourinary system,N00-N98,10731,75834288,14.2
Census Region 4: West,CENS-R4,2015,2015,"Pregnancy, childbirth and the puerperium",O00-O99,172,75834288,0.2
Census Region 4: West,CENS-R4,2015,2015,Certain conditions originating in the perinatal period,P00-P96,2229,75834288,2.9
Census Region 4: West,CENS-R4,2015,2015,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2350,75834288,3.1
Census Region 4: West,CENS-R4,2015,2015,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,4946,75834288,6.5
Census Region 4: West,CENS-R4,2015,2015,External causes of morbidity and mortality,V01-Y89,47232,75834288,62.3
Census Region 4: West,CENS-R4,2016,2016,Certain infectious and parasitic diseases,A00-B99,11192,76657000,14.6
Census Region 4: West,CENS-R4,2016,2016,Neoplasms,C00-D48,124358,76657000,162.2
Census Region 4: West,CENS-R4,2016,2016,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1770,76657000,2.3
Census Region 4: West,CENS-R4,2016,2016,"Endocrine, nutritional and metabolic diseases",E00-E88,26285,76657000,34.3
Census Region 4: West,CENS-R4,2016,2016,Mental and behavioural disorders,F01-F99,21293,76657000,27.8
Census Region 4: West,CENS-R4,2016,2016,Diseases of the nervous system,G00-G98,47471,76657000,61.9
Census Region 4: West,CENS-R4,2016,2016,Diseases of the eye and adnexa,H00-H57,12,76657000,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2016,2016,Diseases of the ear and mastoid process,H60-H93,18,76657000,0.0 (Unreliable)
Census Region 4: West,CENS-R4,2016,2016,Diseases of the circulatory system,I00-I99,167096,76657000,218
Census Region 4: West,CENS-R4,2016,2016,Diseases of the respiratory system,J00-J98,52607,76657000,68.6
Census Region 4: West,CENS-R4,2016,2016,Diseases of the digestive system,K00-K92,23748,76657000,31
Census Region 4: West,CENS-R4,2016,2016,Diseases of the skin and subcutaneous tissue,L00-L98,952,76657000,1.2
Census Region 4: West,CENS-R4,2016,2016,Diseases of the musculoskeletal system and connective tissue,M00-M99,3072,76657000,4
Census Region 4: West,CENS-R4,2016,2016,Diseases of the genitourinary system,N00-N98,11058,76657000,14.4
Census Region 4: West,CENS-R4,2016,2016,"Pregnancy, childbirth and the puerperium",O00-O99,191,76657000,0.2
Census Region 4: West,CENS-R4,2016,2016,Certain conditions originating in the perinatal period,P00-P96,2143,76657000,2.8
Census Region 4: West,CENS-R4,2016,2016,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2291,76657000,3
Census Region 4: West,CENS-R4,2016,2016,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5535,76657000,7.2
Census Region 4: West,CENS-R4,2016,2016,External causes of morbidity and mortality,V01-Y89,49450,76657000,64.5
